name,year,month,avg_crowd_level
Six Flags Darien Lake,2022,Aug,57
Six Flags Darien Lake,2022,Sep,23
Six Flags Darien Lake,2022,Oct,72
Six Flags Darien Lake,2022,Nov,NA
Six Flags Darien Lake,2022,Dec,NA
Frontier City,2023,Jan,NA
Frontier City,2023,Feb,NA
Frontier City,2023,Mar,40
Frontier City,2023,Apr,41
Frontier City,2023,May,39
Frontier City,2023,Jun,NA
Frontier City,2023,Jul,NA
Frontier City,2023,Aug,NA
Frontier City,2023,Sep,NA
Frontier City,2023,Oct,NA
Frontier City,2023,Nov,NA
Frontier City,2023,Dec,NA
Frontier City,2022,Jan,NA
Frontier City,2022,Feb,NA
Frontier City,2022,Mar,69
Frontier City,2022,Apr,55
Frontier City,2022,May,61
Frontier City,2022,Jun,40
Frontier City,2022,Jul,36
Frontier City,2022,Aug,38
Frontier City,2022,Sep,39
Frontier City,2022,Oct,40
Frontier City,2022,Nov,NA
Frontier City,2022,Dec,NA
Frontier City,2021,Jan,NA
Frontier City,2021,Feb,NA
Frontier City,2021,Mar,NA
Frontier City,2021,Apr,NA
Frontier City,2021,May,NA
Frontier City,2021,Jun,81
Frontier City,2021,Jul,NA
Frontier City,2021,Aug,NA
Frontier City,2021,Sep,NA
Frontier City,2021,Oct,81
Frontier City,2021,Nov,60
Frontier City,2021,Dec,58
Frontier City,2020,Jan,NA
Frontier City,2020,Feb,NA
Frontier City,2020,Mar,NA
Frontier City,2020,Apr,NA
Frontier City,2020,May,NA
Frontier City,2020,Jun,NA
Frontier City,2020,Jul,51
Frontier City,2020,Aug,59
Frontier City,2020,Sep,46
Frontier City,2020,Oct,NA
Frontier City,2020,Nov,NA
Frontier City,2020,Dec,NA
Universal Studios Japan,2025,Jan,47
Universal Studios Japan,2025,Feb,58
Universal Studios Japan,2025,Mar,44
Universal Studios Japan,2025,Apr,NA
Universal Studios Japan,2025,May,NA
Universal Studios Japan,2025,Jun,NA
Universal Studios Japan,2025,Jul,NA
Universal Studios Japan,2025,Aug,NA
Universal Studios Japan,2025,Sep,NA
Universal Studios Japan,2025,Oct,NA
Universal Studios Japan,2025,Nov,NA
Universal Studios Japan,2025,Dec,NA
Universal Studios Japan,2024,Jan,62
Universal Studios Japan,2024,Feb,73
Universal Studios Japan,2024,Mar,79
Universal Studios Japan,2024,Apr,53
Universal Studios Japan,2024,May,43
Universal Studios Japan,2024,Jun,53
Universal Studios Japan,2024,Jul,40
Universal Studios Japan,2024,Aug,48
Universal Studios Japan,2024,Sep,37
Universal Studios Japan,2024,Oct,76
Universal Studios Japan,2024,Nov,75
Universal Studios Japan,2024,Dec,48
Universal Studios Japan,2023,Jan,NA
Universal Studios Japan,2023,Feb,NA
Universal Studios Japan,2023,Mar,NA
Universal Studios Japan,2023,Apr,NA
Universal Studios Japan,2023,May,NA
Universal Studios Japan,2023,Jun,NA
Universal Studios Japan,2023,Jul,27
Universal Studios Japan,2023,Aug,53
Universal Studios Japan,2023,Sep,39
Universal Studios Japan,2023,Oct,79
Universal Studios Japan,2023,Nov,77
Universal Studios Japan,2023,Dec,60
Universal Studios Japan,2022,Jan,NA
Universal Studios Japan,2022,Feb,NA
Universal Studios Japan,2022,Mar,NA
Universal Studios Japan,2022,Apr,NA
Universal Studios Japan,2022,May,NA
Universal Studios Japan,2022,Jun,NA
Universal Studios Japan,2022,Jul,NA
Universal Studios Japan,2022,Aug,NA
Universal Studios Japan,2022,Sep,NA
Universal Studios Japan,2022,Oct,NA
Universal Studios Japan,2022,Nov,NA
Universal Studios Japan,2022,Dec,NA
Universal Studios Japan,2021,Jan,NA
Universal Studios Japan,2021,Feb,NA
Universal Studios Japan,2021,Mar,NA
Universal Studios Japan,2021,Apr,NA
Universal Studios Japan,2021,May,NA
Universal Studios Japan,2021,Jun,NA
Universal Studios Japan,2021,Jul,NA
Universal Studios Japan,2021,Aug,NA
Universal Studios Japan,2021,Sep,NA
Universal Studios Japan,2021,Oct,NA
Universal Studios Japan,2021,Nov,NA
Universal Studios Japan,2021,Dec,NA
Universal Studios Japan,2020,Jan,50
Universal Studios Japan,2020,Feb,32
Universal Studios Japan,2020,Mar,NA
Universal Studios Japan,2020,Apr,NA
Universal Studios Japan,2020,May,NA
Universal Studios Japan,2020,Jun,28
Universal Studios Japan,2020,Jul,5
Universal Studios Japan,2020,Aug,4
Universal Studios Japan,2020,Sep,4
Universal Studios Japan,2020,Oct,NA
Universal Studios Japan,2020,Nov,NA
Universal Studios Japan,2020,Dec,NA
Universal Studios Japan,2019,Jan,NA
Universal Studios Japan,2019,Feb,NA
Universal Studios Japan,2019,Mar,NA
Universal Studios Japan,2019,Apr,NA
Universal Studios Japan,2019,May,NA
Universal Studios Japan,2019,Jun,NA
Universal Studios Japan,2019,Jul,NA
Universal Studios Japan,2019,Aug,NA
Universal Studios Japan,2019,Sep,49
Universal Studios Japan,2019,Oct,57
Universal Studios Japan,2019,Nov,55
Universal Studios Japan,2019,Dec,48
Legoland Japan,2025,Jan,64
Legoland Japan,2025,Feb,54
Legoland Japan,2025,Mar,56
Legoland Japan,2025,Apr,NA
Legoland Japan,2025,May,NA
Legoland Japan,2025,Jun,NA
Legoland Japan,2025,Jul,NA
Legoland Japan,2025,Aug,NA
Legoland Japan,2025,Sep,NA
Legoland Japan,2025,Oct,NA
Legoland Japan,2025,Nov,NA
Legoland Japan,2025,Dec,NA
Legoland Japan,2024,Jan,52
Legoland Japan,2024,Feb,46
Legoland Japan,2024,Mar,62
Legoland Japan,2024,Apr,57
Legoland Japan,2024,May,56
Legoland Japan,2024,Jun,54
Legoland Japan,2024,Jul,65
Legoland Japan,2024,Aug,64
Legoland Japan,2024,Sep,55
Legoland Japan,2024,Oct,63
Legoland Japan,2024,Nov,64
Legoland Japan,2024,Dec,56
Legoland Japan,2023,Jan,49
Legoland Japan,2023,Feb,51
Legoland Japan,2023,Mar,59
Legoland Japan,2023,Apr,49
Legoland Japan,2023,May,54
Legoland Japan,2023,Jun,43
Legoland Japan,2023,Jul,51
Legoland Japan,2023,Aug,69
Legoland Japan,2023,Sep,43
Legoland Japan,2023,Oct,58
Legoland Japan,2023,Nov,59
Legoland Japan,2023,Dec,49
Legoland Japan,2022,Jan,44
Legoland Japan,2022,Feb,29
Legoland Japan,2022,Mar,39
Legoland Japan,2022,Apr,40
Legoland Japan,2022,May,45
Legoland Japan,2022,Jun,30
Legoland Japan,2022,Jul,29
Legoland Japan,2022,Aug,53
Legoland Japan,2022,Sep,37
Legoland Japan,2022,Oct,52
Legoland Japan,2022,Nov,57
Legoland Japan,2022,Dec,52
Legoland Japan,2021,Jan,34
Legoland Japan,2021,Feb,54
Legoland Japan,2021,Mar,47
Legoland Japan,2021,Apr,31
Legoland Japan,2021,May,22
Legoland Japan,2021,Jun,29
Legoland Japan,2021,Jul,38
Legoland Japan,2021,Aug,33
Legoland Japan,2021,Sep,32
Legoland Japan,2021,Oct,64
Legoland Japan,2021,Nov,56
Legoland Japan,2021,Dec,42
Legoland Japan,2020,Jan,65
Legoland Japan,2020,Feb,46
Legoland Japan,2020,Mar,6
Legoland Japan,2020,Apr,5
Legoland Japan,2020,May,76
Legoland Japan,2020,Jun,30
Legoland Japan,2020,Jul,17
Legoland Japan,2020,Aug,17
Legoland Japan,2020,Sep,38
Legoland Japan,2020,Oct,44
Legoland Japan,2020,Nov,58
Legoland Japan,2020,Dec,33
Legoland Japan,2019,Jan,NA
Legoland Japan,2019,Feb,NA
Legoland Japan,2019,Mar,NA
Legoland Japan,2019,Apr,NA
Legoland Japan,2019,May,NA
Legoland Japan,2019,Jun,NA
Legoland Japan,2019,Jul,NA
Legoland Japan,2019,Aug,82
Legoland Japan,2019,Sep,59
Legoland Japan,2019,Oct,67
Legoland Japan,2019,Nov,65
Legoland Japan,2019,Dec,62
Tivoli Gardens,2021,Jan,NA
Tivoli Gardens,2021,Feb,NA
Tivoli Gardens,2021,Mar,23
Tivoli Gardens,2021,Apr,27
Tivoli Gardens,2021,May,20
Tivoli Gardens,2021,Jun,60
Tivoli Gardens,2021,Jul,NA
Tivoli Gardens,2021,Aug,NA
Tivoli Gardens,2021,Sep,NA
Tivoli Gardens,2021,Oct,41
Tivoli Gardens,2021,Nov,NA
Tivoli Gardens,2021,Dec,NA
Tivoli Gardens,2020,Jan,NA
Tivoli Gardens,2020,Feb,NA
Tivoli Gardens,2020,Mar,NA
Tivoli Gardens,2020,Apr,NA
Tivoli Gardens,2020,May,NA
Tivoli Gardens,2020,Jun,33
Tivoli Gardens,2020,Jul,70
Tivoli Gardens,2020,Aug,27
Tivoli Gardens,2020,Sep,18
Tivoli Gardens,2020,Oct,39
Tivoli Gardens,2020,Nov,12
Tivoli Gardens,2020,Dec,23
Holiday World,2020,Jan,NA
Holiday World,2020,Feb,NA
Holiday World,2020,Mar,NA
Holiday World,2020,Apr,NA
Holiday World,2020,May,NA
Holiday World,2020,Jun,9
Holiday World,2020,Jul,19
Holiday World,2020,Aug,24
Holiday World,2020,Sep,29
Holiday World,2020,Oct,NA
Holiday World,2020,Nov,NA
Holiday World,2020,Dec,NA
Drayton Manor,2021,Jan,NA
Drayton Manor,2021,Feb,NA
Drayton Manor,2021,Mar,NA
Drayton Manor,2021,Apr,NA
Drayton Manor,2021,May,NA
Drayton Manor,2021,Jun,NA
Drayton Manor,2021,Jul,NA
Drayton Manor,2021,Aug,50
Drayton Manor,2021,Sep,30
Drayton Manor,2021,Oct,18
Drayton Manor,2021,Nov,NA
Drayton Manor,2021,Dec,NA
Drayton Manor,2020,Jan,NA
Drayton Manor,2020,Feb,NA
Drayton Manor,2020,Mar,NA
Drayton Manor,2020,Apr,NA
Drayton Manor,2020,May,NA
Drayton Manor,2020,Jun,NA
Drayton Manor,2020,Jul,32
Drayton Manor,2020,Aug,NA
Drayton Manor,2020,Sep,NA
Drayton Manor,2020,Oct,NA
Drayton Manor,2020,Nov,NA
Drayton Manor,2020,Dec,NA
Djurs Sommerland,2024,Jan,NA
Djurs Sommerland,2024,Feb,NA
Djurs Sommerland,2024,Mar,NA
Djurs Sommerland,2024,Apr,27
Djurs Sommerland,2024,May,51
Djurs Sommerland,2024,Jun,33
Djurs Sommerland,2024,Jul,54
Djurs Sommerland,2024,Aug,44
Djurs Sommerland,2024,Sep,52
Djurs Sommerland,2024,Oct,73
Djurs Sommerland,2024,Nov,NA
Djurs Sommerland,2024,Dec,NA
Djurs Sommerland,2023,Jan,NA
Djurs Sommerland,2023,Feb,NA
Djurs Sommerland,2023,Mar,NA
Djurs Sommerland,2023,Apr,41
Djurs Sommerland,2023,May,39
Djurs Sommerland,2023,Jun,29
Djurs Sommerland,2023,Jul,50
Djurs Sommerland,2023,Aug,37
Djurs Sommerland,2023,Sep,56
Djurs Sommerland,2023,Oct,33
Djurs Sommerland,2023,Nov,NA
Djurs Sommerland,2023,Dec,NA
Djurs Sommerland,2022,Jan,NA
Djurs Sommerland,2022,Feb,NA
Djurs Sommerland,2022,Mar,NA
Djurs Sommerland,2022,Apr,39
Djurs Sommerland,2022,May,66
Djurs Sommerland,2022,Jun,48
Djurs Sommerland,2022,Jul,71
Djurs Sommerland,2022,Aug,43
Djurs Sommerland,2022,Sep,46
Djurs Sommerland,2022,Oct,77
Djurs Sommerland,2022,Nov,NA
Djurs Sommerland,2022,Dec,NA
Djurs Sommerland,2021,Jan,NA
Djurs Sommerland,2021,Feb,NA
Djurs Sommerland,2021,Mar,NA
Djurs Sommerland,2021,Apr,0
Djurs Sommerland,2021,May,44
Djurs Sommerland,2021,Jun,65
Djurs Sommerland,2021,Jul,79
Djurs Sommerland,2021,Aug,55
Djurs Sommerland,2021,Sep,52
Djurs Sommerland,2021,Oct,74
Djurs Sommerland,2021,Nov,NA
Djurs Sommerland,2021,Dec,NA
Djurs Sommerland,2020,Jan,NA
Djurs Sommerland,2020,Feb,NA
Djurs Sommerland,2020,Mar,NA
Djurs Sommerland,2020,Apr,NA
Djurs Sommerland,2020,May,NA
Djurs Sommerland,2020,Jun,NA
Djurs Sommerland,2020,Jul,69
Djurs Sommerland,2020,Aug,22
Djurs Sommerland,2020,Sep,16
Djurs Sommerland,2020,Oct,51
Djurs Sommerland,2020,Nov,NA
Djurs Sommerland,2020,Dec,NA
Futuroscope,2025,Jan,67
Futuroscope,2025,Feb,58
Futuroscope,2025,Mar,45
Futuroscope,2025,Apr,NA
Futuroscope,2025,May,NA
Futuroscope,2025,Jun,NA
Futuroscope,2025,Jul,NA
Futuroscope,2025,Aug,NA
Futuroscope,2025,Sep,NA
Futuroscope,2025,Oct,NA
Futuroscope,2025,Nov,NA
Futuroscope,2025,Dec,NA
Futuroscope,2024,Jan,70
Futuroscope,2024,Feb,47
Futuroscope,2024,Mar,48
Futuroscope,2024,Apr,48
Futuroscope,2024,May,43
Futuroscope,2024,Jun,47
Futuroscope,2024,Jul,50
Futuroscope,2024,Aug,79
Futuroscope,2024,Sep,31
Futuroscope,2024,Oct,60
Futuroscope,2024,Nov,61
Futuroscope,2024,Dec,53
Futuroscope,2023,Jan,22
Futuroscope,2023,Feb,51
Futuroscope,2023,Mar,25
Futuroscope,2023,Apr,59
Futuroscope,2023,May,35
Futuroscope,2023,Jun,29
Futuroscope,2023,Jul,51
Futuroscope,2023,Aug,72
Futuroscope,2023,Sep,31
Futuroscope,2023,Oct,61
Futuroscope,2023,Nov,58
Futuroscope,2023,Dec,54
Futuroscope,2022,Jan,36
Futuroscope,2022,Feb,41
Futuroscope,2022,Mar,15
Futuroscope,2022,Apr,57
Futuroscope,2022,May,29
Futuroscope,2022,Jun,34
Futuroscope,2022,Jul,56
Futuroscope,2022,Aug,82
Futuroscope,2022,Sep,33
Futuroscope,2022,Oct,59
Futuroscope,2022,Nov,68
Futuroscope,2022,Dec,47
Futuroscope,2021,Jan,NA
Futuroscope,2021,Feb,NA
Futuroscope,2021,Mar,NA
Futuroscope,2021,Apr,2
Futuroscope,2021,May,6
Futuroscope,2021,Jun,28
Futuroscope,2021,Jul,62
Futuroscope,2021,Aug,84
Futuroscope,2021,Sep,27
Futuroscope,2021,Oct,53
Futuroscope,2021,Nov,63
Futuroscope,2021,Dec,39
Futuroscope,2020,Jan,NA
Futuroscope,2020,Feb,NA
Futuroscope,2020,Mar,NA
Futuroscope,2020,Apr,NA
Futuroscope,2020,May,NA
Futuroscope,2020,Jun,NA
Futuroscope,2020,Jul,53
Futuroscope,2020,Aug,75
Futuroscope,2020,Sep,24
Futuroscope,2020,Oct,56
Futuroscope,2020,Nov,NA
Futuroscope,2020,Dec,NA
"Six Flags Hurricane Harbor, Concord",2023,Jan,NA
"Six Flags Hurricane Harbor, Concord",2023,Feb,NA
"Six Flags Hurricane Harbor, Concord",2023,Mar,NA
"Six Flags Hurricane Harbor, Concord",2023,Apr,NA
"Six Flags Hurricane Harbor, Concord",2023,May,NA
"Six Flags Hurricane Harbor, Concord",2023,Jun,NA
"Six Flags Hurricane Harbor, Concord",2023,Jul,40
"Six Flags Hurricane Harbor, Concord",2023,Aug,NA
"Six Flags Hurricane Harbor, Concord",2023,Sep,NA
"Six Flags Hurricane Harbor, Concord",2023,Oct,NA
"Six Flags Hurricane Harbor, Concord",2023,Nov,NA
"Six Flags Hurricane Harbor, Concord",2023,Dec,NA
Parque Warner Madrid,2025,Jan,42
Parque Warner Madrid,2025,Feb,96
Parque Warner Madrid,2025,Mar,17
Parque Warner Madrid,2025,Apr,NA
Parque Warner Madrid,2025,May,NA
Parque Warner Madrid,2025,Jun,NA
Parque Warner Madrid,2025,Jul,NA
Parque Warner Madrid,2025,Aug,NA
Parque Warner Madrid,2025,Sep,NA
Parque Warner Madrid,2025,Oct,NA
Parque Warner Madrid,2025,Nov,NA
Parque Warner Madrid,2025,Dec,NA
Parque Warner Madrid,2024,Jan,NA
Parque Warner Madrid,2024,Feb,40
Parque Warner Madrid,2024,Mar,27
Parque Warner Madrid,2024,Apr,30
Parque Warner Madrid,2024,May,43
Parque Warner Madrid,2024,Jun,42
Parque Warner Madrid,2024,Jul,22
Parque Warner Madrid,2024,Aug,43
Parque Warner Madrid,2024,Sep,26
Parque Warner Madrid,2024,Oct,36
Parque Warner Madrid,2024,Nov,56
Parque Warner Madrid,2024,Dec,68
Parque Warner Madrid,2023,Jan,54
Parque Warner Madrid,2023,Feb,64
Parque Warner Madrid,2023,Mar,58
Parque Warner Madrid,2023,Apr,74
Parque Warner Madrid,2023,May,57
Parque Warner Madrid,2023,Jun,66
Parque Warner Madrid,2023,Jul,62
Parque Warner Madrid,2023,Aug,77
Parque Warner Madrid,2023,Sep,50
Parque Warner Madrid,2023,Oct,38
Parque Warner Madrid,2023,Nov,62
Parque Warner Madrid,2023,Dec,65
Parque Warner Madrid,2022,Jan,51
Parque Warner Madrid,2022,Feb,69
Parque Warner Madrid,2022,Mar,42
Parque Warner Madrid,2022,Apr,60
Parque Warner Madrid,2022,May,49
Parque Warner Madrid,2022,Jun,63
Parque Warner Madrid,2022,Jul,49
Parque Warner Madrid,2022,Aug,78
Parque Warner Madrid,2022,Sep,56
Parque Warner Madrid,2022,Oct,56
Parque Warner Madrid,2022,Nov,64
Parque Warner Madrid,2022,Dec,54
Parque Warner Madrid,2021,Jan,NA
Parque Warner Madrid,2021,Feb,NA
Parque Warner Madrid,2021,Mar,90
Parque Warner Madrid,2021,Apr,44
Parque Warner Madrid,2021,May,75
Parque Warner Madrid,2021,Jun,84
Parque Warner Madrid,2021,Jul,46
Parque Warner Madrid,2021,Aug,77
Parque Warner Madrid,2021,Sep,73
Parque Warner Madrid,2021,Oct,81
Parque Warner Madrid,2021,Nov,51
Parque Warner Madrid,2021,Dec,69
Legoland New York,2025,Jan,15
Legoland New York,2025,Feb,NA
Legoland New York,2025,Mar,NA
Legoland New York,2025,Apr,NA
Legoland New York,2025,May,NA
Legoland New York,2025,Jun,NA
Legoland New York,2025,Jul,NA
Legoland New York,2025,Aug,NA
Legoland New York,2025,Sep,NA
Legoland New York,2025,Oct,NA
Legoland New York,2025,Nov,NA
Legoland New York,2025,Dec,NA
Legoland New York,2024,Jan,NA
Legoland New York,2024,Feb,NA
Legoland New York,2024,Mar,52
Legoland New York,2024,Apr,58
Legoland New York,2024,May,44
Legoland New York,2024,Jun,37
Legoland New York,2024,Jul,42
Legoland New York,2024,Aug,70
Legoland New York,2024,Sep,48
Legoland New York,2024,Oct,63
Legoland New York,2024,Nov,31
Legoland New York,2024,Dec,22
Legoland New York,2023,Jan,15
Legoland New York,2023,Feb,NA
Legoland New York,2023,Mar,7
Legoland New York,2023,Apr,57
Legoland New York,2023,May,34
Legoland New York,2023,Jun,40
Legoland New York,2023,Jul,53
Legoland New York,2023,Aug,76
Legoland New York,2023,Sep,43
Legoland New York,2023,Oct,52
Legoland New York,2023,Nov,63
Legoland New York,2023,Dec,45
Legoland New York,2022,Jan,NA
Legoland New York,2022,Feb,NA
Legoland New York,2022,Mar,NA
Legoland New York,2022,Apr,78
Legoland New York,2022,May,42
Legoland New York,2022,Jun,48
Legoland New York,2022,Jul,59
Legoland New York,2022,Aug,75
Legoland New York,2022,Sep,38
Legoland New York,2022,Oct,33
Legoland New York,2022,Nov,18
Legoland New York,2022,Dec,23
Legoland New York,2021,Jan,NA
Legoland New York,2021,Feb,NA
Legoland New York,2021,Mar,NA
Legoland New York,2021,Apr,NA
Legoland New York,2021,May,NA
Legoland New York,2021,Jun,NA
Legoland New York,2021,Jul,71
Legoland New York,2021,Aug,81
Legoland New York,2021,Sep,70
Legoland New York,2021,Oct,52
Legoland New York,2021,Nov,58
Legoland New York,2021,Dec,NA
Flamingoland,2021,Jan,NA
Flamingoland,2021,Feb,NA
Flamingoland,2021,Mar,NA
Flamingoland,2021,Apr,NA
Flamingoland,2021,May,NA
Flamingoland,2021,Jun,NA
Flamingoland,2021,Jul,NA
Flamingoland,2021,Aug,56
Flamingoland,2021,Sep,NA
Flamingoland,2021,Oct,NA
Flamingoland,2021,Nov,NA
Flamingoland,2021,Dec,NA
Walibi Rhône-Alpes,2025,Jan,5
Walibi Rhône-Alpes,2025,Feb,NA
Walibi Rhône-Alpes,2025,Mar,NA
Walibi Rhône-Alpes,2025,Apr,NA
Walibi Rhône-Alpes,2025,May,NA
Walibi Rhône-Alpes,2025,Jun,NA
Walibi Rhône-Alpes,2025,Jul,NA
Walibi Rhône-Alpes,2025,Aug,NA
Walibi Rhône-Alpes,2025,Sep,NA
Walibi Rhône-Alpes,2025,Oct,NA
Walibi Rhône-Alpes,2025,Nov,NA
Walibi Rhône-Alpes,2025,Dec,NA
Walibi Rhône-Alpes,2024,Jan,15
Walibi Rhône-Alpes,2024,Feb,NA
Walibi Rhône-Alpes,2024,Mar,NA
Walibi Rhône-Alpes,2024,Apr,NA
Walibi Rhône-Alpes,2024,May,NA
Walibi Rhône-Alpes,2024,Jun,18
Walibi Rhône-Alpes,2024,Jul,25
Walibi Rhône-Alpes,2024,Aug,62
Walibi Rhône-Alpes,2024,Sep,47
Walibi Rhône-Alpes,2024,Oct,81
Walibi Rhône-Alpes,2024,Nov,93
Walibi Rhône-Alpes,2024,Dec,12
Walibi Rhône-Alpes,2023,Jan,NA
Walibi Rhône-Alpes,2023,Feb,NA
Walibi Rhône-Alpes,2023,Mar,NA
Walibi Rhône-Alpes,2023,Apr,34
Walibi Rhône-Alpes,2023,May,60
Walibi Rhône-Alpes,2023,Jun,47
Walibi Rhône-Alpes,2023,Jul,52
Walibi Rhône-Alpes,2023,Aug,46
Walibi Rhône-Alpes,2023,Sep,70
Walibi Rhône-Alpes,2023,Oct,60
Walibi Rhône-Alpes,2023,Nov,26
Walibi Rhône-Alpes,2023,Dec,29
Walibi Rhône-Alpes,2022,Jan,NA
Walibi Rhône-Alpes,2022,Feb,NA
Walibi Rhône-Alpes,2022,Mar,NA
Walibi Rhône-Alpes,2022,Apr,43
Walibi Rhône-Alpes,2022,May,60
Walibi Rhône-Alpes,2022,Jun,42
Walibi Rhône-Alpes,2022,Jul,54
Walibi Rhône-Alpes,2022,Aug,69
Walibi Rhône-Alpes,2022,Sep,62
Walibi Rhône-Alpes,2022,Oct,74
Walibi Rhône-Alpes,2022,Nov,86
Walibi Rhône-Alpes,2022,Dec,45
Walibi Rhône-Alpes,2021,Jan,NA
Walibi Rhône-Alpes,2021,Feb,NA
Walibi Rhône-Alpes,2021,Mar,NA
Walibi Rhône-Alpes,2021,Apr,NA
Walibi Rhône-Alpes,2021,May,NA
Walibi Rhône-Alpes,2021,Jun,NA
Walibi Rhône-Alpes,2021,Jul,NA
Walibi Rhône-Alpes,2021,Aug,82
Walibi Rhône-Alpes,2021,Sep,64
Walibi Rhône-Alpes,2021,Oct,75
Walibi Rhône-Alpes,2021,Nov,69
Walibi Rhône-Alpes,2021,Dec,NA
Holiday Park,2025,Jan,52
Holiday Park,2025,Feb,66
Holiday Park,2025,Mar,76
Holiday Park,2025,Apr,NA
Holiday Park,2025,May,NA
Holiday Park,2025,Jun,NA
Holiday Park,2025,Jul,NA
Holiday Park,2025,Aug,NA
Holiday Park,2025,Sep,NA
Holiday Park,2025,Oct,NA
Holiday Park,2025,Nov,NA
Holiday Park,2025,Dec,NA
Holiday Park,2024,Jan,3
Holiday Park,2024,Feb,4
Holiday Park,2024,Mar,8
Holiday Park,2024,Apr,33
Holiday Park,2024,May,40
Holiday Park,2024,Jun,37
Holiday Park,2024,Jul,48
Holiday Park,2024,Aug,53
Holiday Park,2024,Sep,19
Holiday Park,2024,Oct,38
Holiday Park,2024,Nov,34
Holiday Park,2024,Dec,39
Holiday Park,2023,Jan,NA
Holiday Park,2023,Feb,NA
Holiday Park,2023,Mar,63
Holiday Park,2023,Apr,35
Holiday Park,2023,May,54
Holiday Park,2023,Jun,40
Holiday Park,2023,Jul,29
Holiday Park,2023,Aug,44
Holiday Park,2023,Sep,48
Holiday Park,2023,Oct,57
Holiday Park,2023,Nov,5
Holiday Park,2023,Dec,2
Holiday Park,2022,Jan,18
Holiday Park,2022,Feb,19
Holiday Park,2022,Mar,42
Holiday Park,2022,Apr,45
Holiday Park,2022,May,63
Holiday Park,2022,Jun,48
Holiday Park,2022,Jul,52
Holiday Park,2022,Aug,59
Holiday Park,2022,Sep,31
Holiday Park,2022,Oct,45
Holiday Park,2022,Nov,70
Holiday Park,2022,Dec,NA
Holiday Park,2021,Jan,NA
Holiday Park,2021,Feb,NA
Holiday Park,2021,Mar,NA
Holiday Park,2021,Apr,NA
Holiday Park,2021,May,NA
Holiday Park,2021,Jun,NA
Holiday Park,2021,Jul,NA
Holiday Park,2021,Aug,88
Holiday Park,2021,Sep,71
Holiday Park,2021,Oct,66
Holiday Park,2021,Nov,55
Holiday Park,2021,Dec,17
Le Pal,2024,Jan,NA
Le Pal,2024,Feb,NA
Le Pal,2024,Mar,NA
Le Pal,2024,Apr,32
Le Pal,2024,May,37
Le Pal,2024,Jun,23
Le Pal,2024,Jul,35
Le Pal,2024,Aug,72
Le Pal,2024,Sep,55
Le Pal,2024,Oct,NA
Le Pal,2024,Nov,NA
Le Pal,2024,Dec,NA
Le Pal,2023,Jan,NA
Le Pal,2023,Feb,NA
Le Pal,2023,Mar,NA
Le Pal,2023,Apr,40
Le Pal,2023,May,45
Le Pal,2023,Jun,28
Le Pal,2023,Jul,43
Le Pal,2023,Aug,66
Le Pal,2023,Sep,72
Le Pal,2023,Oct,91
Le Pal,2023,Nov,NA
Le Pal,2023,Dec,NA
Le Pal,2022,Jan,NA
Le Pal,2022,Feb,NA
Le Pal,2022,Mar,NA
Le Pal,2022,Apr,58
Le Pal,2022,May,45
Le Pal,2022,Jun,26
Le Pal,2022,Jul,45
Le Pal,2022,Aug,71
Le Pal,2022,Sep,58
Le Pal,2022,Oct,22
Le Pal,2022,Nov,NA
Le Pal,2022,Dec,NA
Le Pal,2021,Jan,NA
Le Pal,2021,Feb,NA
Le Pal,2021,Mar,NA
Le Pal,2021,Apr,NA
Le Pal,2021,May,NA
Le Pal,2021,Jun,NA
Le Pal,2021,Jul,NA
Le Pal,2021,Aug,69
Le Pal,2021,Sep,55
Le Pal,2021,Oct,27
Le Pal,2021,Nov,NA
Le Pal,2021,Dec,NA
Vulcania,2023,Jan,NA
Vulcania,2023,Feb,NA
Vulcania,2023,Mar,39
Vulcania,2023,Apr,41
Vulcania,2023,May,45
Vulcania,2023,Jun,50
Vulcania,2023,Jul,54
Vulcania,2023,Aug,59
Vulcania,2023,Sep,62
Vulcania,2023,Oct,66
Vulcania,2023,Nov,68
Vulcania,2023,Dec,NA
Vulcania,2022,Jan,NA
Vulcania,2022,Feb,NA
Vulcania,2022,Mar,80
Vulcania,2022,Apr,85
Vulcania,2022,May,79
Vulcania,2022,Jun,79
Vulcania,2022,Jul,87
Vulcania,2022,Aug,94
Vulcania,2022,Sep,75
Vulcania,2022,Oct,84
Vulcania,2022,Nov,89
Vulcania,2022,Dec,NA
Vulcania,2021,Jan,NA
Vulcania,2021,Feb,NA
Vulcania,2021,Mar,NA
Vulcania,2021,Apr,NA
Vulcania,2021,May,NA
Vulcania,2021,Jun,NA
Vulcania,2021,Jul,NA
Vulcania,2021,Aug,57
Vulcania,2021,Sep,15
Vulcania,2021,Oct,27
Vulcania,2021,Nov,34
Vulcania,2021,Dec,NA
Toverland,2025,Jan,40
Toverland,2025,Feb,20
Toverland,2025,Mar,42
Toverland,2025,Apr,NA
Toverland,2025,May,NA
Toverland,2025,Jun,NA
Toverland,2025,Jul,NA
Toverland,2025,Aug,NA
Toverland,2025,Sep,NA
Toverland,2025,Oct,NA
Toverland,2025,Nov,NA
Toverland,2025,Dec,NA
Toverland,2024,Jan,57
Toverland,2024,Feb,40
Toverland,2024,Mar,36
Toverland,2024,Apr,36
Toverland,2024,May,49
Toverland,2024,Jun,42
Toverland,2024,Jul,43
Toverland,2024,Aug,61
